artist,track,playcount,listeners
Billy Vaughn And His Orchestra,Midnight in Moscow,708,388
Billy Vaughn And His Orchestra,Moonlight and Roses,917,363
Billy Vaughn And His Orchestra,The First Noel,541,357
Billy Vaughn And His Orchestra,Joy To The World,669,350
Billy Vaughn And His Orchestra,My Happiness,895,348
Billy Vaughn And His Orchestra,Jingle Bells,496,328
Billy Vaughn And His Orchestra,Sail Along Silvery Moon,1309,292
Billy Vaughn And His Orchestra,Raunchy,771,268
Billy Vaughn And His Orchestra,Theme From A Summer Place,618,267
Billy Vaughn And His Orchestra,Blueberry Hill,584,263
Billy Vaughn And His Orchestra,Mexicali Rose,745,255
Billy Vaughn And His Orchestra,Petite Fleur,524,254
Billy Vaughn And His Orchestra,Berlin Melody,499,247
Billy Vaughn And His Orchestra,Lili Marlene,464,247
Billy Vaughn And His Orchestra,Oh Holy Night,294,241
Billy Vaughn And His Orchestra,Winter Wonderland,285,237
Billy Vaughn And His Orchestra,Come September,415,196
Billy Vaughn And His Orchestra,Autumn Leaves,309,147
Billy Vaughn And His Orchestra,El Choclo,524,128
Billy Vaughn And His Orchestra,When the White Lilacs Bloom Again,201,123
Billy Vaughn And His Orchestra,Tracy's Theme,239,121
Billy Vaughn And His Orchestra,Oh Little Town Of Bethlehem,141,116
Billy Vaughn And His Orchestra,La Golondrina,341,109
Billy Vaughn And His Orchestra,Spanish Eyes,204,97
Billy Vaughn And His Orchestra,Hark the Herald Angels Sing,177,97
Billy Vaughn And His Orchestra,Hotel California,237,96
Billy Vaughn And His Orchestra,Telstar,253,95
Billy Vaughn And His Orchestra,Estrellita,328,93
Billy Vaughn And His Orchestra,La Cumparsita,353,86
Billy Vaughn And His Orchestra,My Sweet Lord,204,83
Billy Vaughn And His Orchestra,Sweet Leilani,321,81
Billy Vaughn And His Orchestra,Love Story,206,81
Billy Vaughn And His Orchestra,Look for a Star,155,79
Billy Vaughn And His Orchestra,Stranger On the Shore,323,78
Billy Vaughn And His Orchestra,Strangers in the Night,194,78
Billy Vaughn And His Orchestra,Magic Moments,278,77
Billy Vaughn And His Orchestra,Red Sails In the Sunset,260,77
Billy Vaughn And His Orchestra,Aloha Oe,209,77
Billy Vaughn And His Orchestra,El Condor Pasa,235,76
Billy Vaughn And His Orchestra,Red Roses for a Blue Lady,175,76
Billy Vaughn And His Orchestra,Sentimental Journey,151,74
Billy Vaughn And His Orchestra,Brazil,155,72
Billy Vaughn And His Orchestra,Love Is Blue,181,71
Bing Crosby,White Christmas,3045982,781742
Bing Crosby,White Christmas - 1947 Version,1465647,474819
Bing Crosby,Mele Kalikimaka (Merry Christmas),1285802,431110
Bing Crosby,Do You Hear What I Hear? - Remastered 2006,1169396,383942
Bing Crosby,Winter Wonderland - Remastered 2006,973758,347890
Bing Crosby,Silver Bells,708078,273635
Bing Crosby,God Rest Ye Merry Gentlemen,718007,268662
Bing Crosby,It's Beginning to Look a Lot Like Christmas,671329,257859
Bing Crosby,It's Beginning to Look Like Christmas,642711,249427
Bing Crosby,I'll Be Home for Christmas,616005,242112
Bing Crosby,Twelve Days of Christmas,531739,213808
Bing Crosby,The Little Drummer Boy - Remastered 2006,555888,204498
Bing Crosby,Adeste Fideles,337003,143131
Bing Crosby,Silent Night,386681,143125
Bing Crosby,Frosty The Snowman - Remastered 2006,340967,142723
Bing Crosby,What Child Is This/The Holly And The Ivy - Medley / Remastered 2006,358013,140959
Bing Crosby,Hark! The Herald Angels Sing/It Came Upon A Midnight Clear - Medley / Remastered 2006,329480,128626
Bing Crosby,Mele Kalikimaka - Single Version,306732,116973
Bing Crosby,Winter Wonderland - Remastered,254842,116872
Bing Crosby,I'll Be Home For Christmas - Single Version,265223,109462
Bing Crosby,Jingle Bells,300375,108380
Bing Crosby,Here Comes Santa Claus (Right Down Santa Claus Lane),245093,108116
Bing Crosby,Winter Wonderland,230533,93942
Bing Crosby,Pistol Packin' Mama - Single Version,395920,89279
Bing Crosby,Dinah,168720,83207
Bing Crosby,I Wish You A Merry Christmas - Remastered 2006,150297,69232
Bing Crosby,Rudolph The Red-Nosed Reindeer,166397,68107
Bing Crosby,The Little Drummer Boy,150959,66844
Bing Crosby,Ac-Cent-Tchu-Ate The Positive - Single Version,272889,66574
Bing Crosby,Winter Wonderland - 2006 - Remaster,151335,63853
Bing Crosby,Swinging On A Star,153134,63136
Bing Crosby,Christmas in Killarney,171658,62091
Bing Crosby,Mele Kalikimaka,167903,60861
Bing Crosby,Something's Gotta Give,261977,59819
Bing Crosby,Pennies From Heaven,115893,56610
Bing Crosby,Santa Claus Is Comin' to Town,142886,54175
Bing Crosby,Frosty the Snowman,126068,52426
Bing Crosby,I Wish You a Merry Christmas,114539,51841
Bing Crosby,Do You Hear What I Hear? - 2006 - Remaster,108493,50626
Bing Crosby,The First Noel,118576,47074
Bing Crosby,Have Yourself a Merry Little Christmas,110149,44612
Bing Crosby,Let It Snow! Let It Snow! Let It Snow!,104704,44555
Bing Crosby,Sleigh Ride,113661,43925
Bing Crosby,Don't Fence Me In,124311,43798
Bing Crosby,Do You Hear What I Hear?,108547,43771
Bing Crosby,Here Comes Santa Claus,95610,40962
Bing Crosby,Peace On Earth / Little Drummer Boy - Medley,114103,38723
Bing Crosby,Faith of Our Fathers,97567,35934
Bing Crosby,Happy Holiday,89203,35572
Bing Crosby,Santa Claus Is Coming to Town,78145,34398
Birdman,Pop Bottles (Main),1110395,567657
Birdman,100 Million (Main),462030,277323
Birdman,Always Strapped,422628,248867
Birdman,Neck Of The Woods (Main),178489,123412
Birdman,Intro,196950,121292
Birdman,Neck Of The Woods (Album Version (Explicit)),127839,91605
Birdman,Stuntin' Like My Daddy - Street,514210,88889
Birdman,Money Machine,113064,68629
Birdman,Been About Money,102234,61060
Birdman,Money To Blow - Street Version,295017,54324
Birdman,Out The Ghetto (Album Version (Explicit)),69387,52386
Birdman,Nightclub,74122,42118
Birdman,Pop Bottles - Main,143354,36889
Birdman,4 My Town (Play Ball),120519,34614
Birdman,I Run This,83235,25846
Birdman,Y.U. Mad,137153,25064
Birdman,Leather So Soft,84987,20594
Birdman,STUNNAMAN (with Roddy Ricch & feat. Lil Wayne),108689,18479
Birdman,Born Stunna - Remix Explicit Version,97432,17860
Birdman,Money To Blow (Street Version),31308,16579
Birdman,Always Strapped (Remix),21263,14945
Birdman,Fully Loaded,38268,13509
Birdman,Stuntin' Like My Daddy,56226,12293
Birdman,We Got That (Album Version (Explicit)),15093,11852
Birdman,Ride,86426,11841
Birdman,You Ain't Know,46454,11520
Birdman,Get It All Together (Album Version (Explicit)),14343,11396
Birdman,I'm A Stunna,33142,11381
Birdman,All The Time,31923,11357
Birdman,Money To Blow,79832,10293
Birdman,Cap Talk,59498,9875
Birdman,Fire Flame,41868,8970
Birdman,"Money To Blow ft. Drake, Lil Wayne",89752,8941
Birdman,Neck Of The Woods,43526,8902
Birdman,B-Boyz,21608,8863
Birdman,Love My Hood,26692,8580
Birdman,Get Your Shine On,45354,8575
Birdman,Make Way,26541,8569
Birdman,Always Strapped (feat. Lil Wayne),77260,8346
Birdman,Head Busta,26038,8038
Birdman,"The Money ""So Fresh""",22905,7852
Birdman,Like Father Like Son,28533,7825
Birdman,4 My Town (Play Ball) (Featuring Drake & Lil Wayne),63360,7779
Birdman,Don't Die,33565,7428
Birdman,Y.U. MAD - Explicit Version,28661,7125
Birdman,Pop Bottles,43878,7002
Birdman,F**k That Ni**a (feat. YoungBoy Never Broke Again & Herm Tha Blacksheep),47743,6994
Birdman,Over Here Hustlin',22007,6915
Birdman,We Getting It On (Album Version (Explicit)),8328,6890
Birdman,Out The Ghetto (Screwed & Chopped),9148,6858
Blake Shelton,Ol' Red,880947,235445
Blake Shelton,Austin,795404,203170
Blake Shelton,The More I Drink,466255,172136
Blake Shelton,Home,540885,170133
Blake Shelton,Honey Bee,869149,167414
Blake Shelton,Some Beach,535818,141409
Blake Shelton,God's Country,1180034,129181
Blake Shelton,God Gave Me You,649307,113052
Blake Shelton,Don't Make Me,242026,97164
Blake Shelton,Sure Be Cool If You Did,513277,84538
Blake Shelton,Boys 'Round Here (feat. Pistol Annies & Friends),486397,82204
Blake Shelton,Sangria,529311,78910
Blake Shelton,All Over Me,163151,77676
Blake Shelton,I Thought There Was Time,144735,75491
Blake Shelton,She Wouldn't Be Gone,563763,71854
Blake Shelton,If I Was Your Man,127605,68009
Blake Shelton,Who Are You When I'm Not Looking,329524,67250
Blake Shelton,She Doesn't Know She's Got It,115235,61669
Blake Shelton,Mine Would Be You,348452,61339
Blake Shelton,Every Time I Look at You,109206,55942
Blake Shelton,Drink on It,242046,45127
Blake Shelton,Over,207121,44066
Blake Shelton,I'll Name the Dogs,272850,43962
Blake Shelton,Nobody But You (duet with Gwen Stefani),270984,43918
Blake Shelton,Came Here to Forget,325839,43795
Blake Shelton,A Guy with a Girl,264426,40986
Blake Shelton,Neon Light,212807,39091
Blake Shelton,Happy Anywhere (feat. Gwen Stefani),227145,37398
Blake Shelton,Doin' What She Likes,196196,34222
Blake Shelton,Winter Wonderland,69153,33379
Blake Shelton,Jingle Bell Rock,65397,33108
Blake Shelton,Kiss My Country Ass,156322,32891
Blake Shelton,Boys 'Round Here - feat. Pistol Annies & Friends,126074,31353
Blake Shelton,Footloose,169765,31138
Blake Shelton,All About Tonight,140538,31070
Blake Shelton,Same Old Song,56641,29510
Blake Shelton,Lonely Tonight (feat. Ashley Monroe),165322,29397
Blake Shelton,Problems at Home,52228,26808
Blake Shelton,I Don't Care,67390,26087
Blake Shelton,She Don't Love Me,57448,23976
Blake Shelton,Texas,182505,23942
Blake Shelton,Hillbilly Bone (feat. Trace Adkins),128301,22139
Blake Shelton,Nobody but Me,120724,22117
Blake Shelton,It Ain't Easy Bein' Me,48046,22051
Blake Shelton,Every Time I Hear That Song,147706,21912
Blake Shelton,Hell Right (feat. Trace Adkins),138528,21215
Blake Shelton,Gonna,114636,21141
Blake Shelton,This Can't Be Good,42439,20111
Blake Shelton,That's What I Call Home,38053,19259
Blake Shelton,She's Got a Way with Words,101500,18842
Blessid Union Of Souls,Hey Leonardo (She Likes Me for Me),371024,83252
Blessid Union Of Souls,I Believe,292073,71706
Blessid Union Of Souls,Light In Your Eyes,95966,28075
Blessid Union Of Souls,Let Me Be The One,80254,27489
Blessid Union Of Souls,I Wanna Be There,75678,25078
Blessid Union Of Souls,Hey Leonardo,79494,13577
Blessid Union Of Souls,Hold Her Closer,31650,12272
Blessid Union Of Souls,Oh Virginia,23376,10237
Blessid Union Of Souls,She Likes Me For Me,54745,9246
Blessid Union Of Souls,All Along,20476,8264
Blessid Union Of Souls,Brother My Brother,64724,7602
Blessid Union Of Souls,Forever For Tonight,17623,7468
Blessid Union Of Souls,Nora,17188,6596
Blessid Union Of Souls,Standing At The Edge of the Earth,29642,5568
Blessid Union Of Souls,Jelly,13682,5276
Blessid Union Of Souls,End Of The World,11115,4230
Blessid Union Of Souls,Peace And Love,12495,4115
Blessid Union Of Souls,Hey Leonardo [1999],14582,4091
Blessid Union Of Souls,I Believe [1995],11201,3942
Blessid Union Of Souls,When She Comes,10344,3850
Blessid Union Of Souls,Where We Were Before,9437,3516
Blessid Union Of Souls,My Friend,8853,3492
Blessid Union Of Souls,Home,8171,3474
Blessid Union Of Souls,I Believe Love Will Find A Way,20959,3453
Blessid Union Of Souls,That's The Girl I've Been Telling You About,16879,3409
Blessid Union Of Souls,Would You Be There,7474,3217
Blessid Union Of Souls,Let Me Be The One [1995],8000,3143
Blessid Union Of Souls,Scenes From A Coffee House (You'll Always Be Mine),7901,3080
Blessid Union Of Souls,Heaven,6597,2881
Blessid Union Of Souls,Lucky To Be Here,7472,2826
Blessid Union Of Souls,Humble Star,6630,2555
Blessid Union Of Souls,"Brother, My Brother",19611,2134
Blessid Union Of Souls,It's Your Day (Bronson's Song),5226,2062
Blessid Union Of Souls,Could've Been With You,6152,2031
Blessid Union Of Souls,The Rest Of My Life,11415,2003
Blessid Union Of Souls,South Hampton Avenue,6890,1934
Blessid Union Of Souls,Real Good Friends,7434,1856
Blessid Union Of Souls,Hey Leonardo (She Likes Me for Me - Artist's Choice),7980,1801
Blessid Union Of Souls,If She Couldn't Sleep,6576,1764
Blessid Union Of Souls,Stone Glass Window,5757,1707
Blessid Union Of Souls,Walking Off The Buzz,7258,1651
Blessid Union Of Souls,What Have I Got To Lose,6239,1585
Blessid Union Of Souls,Bittersweet Sublime,4746,1540
Blessid Union Of Souls,I Still Believe in Love,4531,1537
Blessid Union Of Souls,Hey Leonardo (She Likes Me For Me) - Live,6823,1532
Blessid Union Of Souls,Brother My Brother - Live,8048,1403
Blessid Union Of Souls,Hey Leonardo (She Liked Me For Me),8343,1327
Blessid Union Of Souls,The Last Day,4318,1299
Blessid Union Of Souls,Storybook Life,7501,1190
Blessid Union Of Souls,Wild Side of Me,2888,1181
Blink-182,All the Small Things,21461874,2337238
Blink-182,I Miss You,21311057,1937956
Blink-182,What's My Age Again?,16816795,1731238
Blink-182,First Date,11824844,1323559
Blink-182,Adam's Song,11375693,1245573
Blink-182,Dammit,8876203,1031025
Blink-182,The Rock Show,7943727,966785
Blink-182,Feeling This,8130540,836609
Blink-182,Stay Together for the Kids,6095334,752769
Blink-182,Always,6256676,726223
Blink-182,Down,4802683,583423
Blink-182,Aliens Exist,4291945,582350
Blink-182,Dumpweed,4503729,550631
Blink-182,Going Away to College,4036091,536428
Blink-182,Mutt,3188431,464705
Blink-182,Don't Leave Me,3249548,462585
Blink-182,Carousel,3422229,450011
Blink-182,Anthem Part Two,3228723,437499
Blink-182,Online Songs,3145100,427070
Blink-182,The Party Song,2702176,418455
Blink-182,Josie,2726088,391163
Blink-182,Man Overboard,2778526,379849
Blink-182,Dysentery Gary,2812388,378066
Blink-182,Story of a Lonely Guy,2545035,369012
Blink-182,Anthem,2306498,368964
Blink-182,Reckless Abandon,2610488,367551
Blink-182,Stockholm Syndrome,2917691,363344
Blink-182,"Happy Holidays, You Bastard",2417359,351634
Blink-182,Wendy Clear,2233642,349749
Blink-182,Roller Coaster,2325536,342995
Blink-182,Obvious,2443875,336142
Blink-182,Give Me One Good Reason,2060708,324665
Blink-182,Shut Up,2059216,319726
Blink-182,Violence,2425441,313626
Blink-182,Please Take Me Home,1922806,304926
Blink-182,Easy Target,2126703,301437
Blink-182,Not Now,2286313,295956
Blink-182,Bored to Death,2335316,295021
Blink-182,All of This,2016140,292604
Blink-182,I'm Lost Without You,1919175,291918
Blink-182,Every Time I Look For You,1958093,288621
Blink-182,Go,2005697,282348
Blink-182,Asthenia,1912008,276885
Blink-182,M+M's,1753708,275788
Blink-182,The Fallen Interlude,1350080,253836
Blink-182,Here's Your Letter,1787927,248988
Blink-182,After Midnight,2322925,245997
Blink-182,She's out of Her Mind,1818878,240295
Blink-182,Pathetic,1524062,239054
Blink-182,Everytime I Look for You,1498228,229491
Blondie,Call Me,11537847,1638034
Blondie,Heart of Glass,8700910,1399802
Blondie,One Way or Another,7531131,1145127
Blondie,Atomic,3449896,593911
Blondie,Maria,3553193,530527
Blondie,Rapture,2310105,472254
Blondie,Heart of Glass - Special Mix,2392727,460474
Blondie,The Tide Is High,2017465,441211
Blondie,Hanging on the Telephone,2430629,430114
Blondie,One Way Or Another - Remastered 2001,2306878,422477
Blondie,Heart of Glass - Remix,1598213,379091
Blondie,Dreaming,1802420,353003
Blondie,Sunday Girl,1451654,315554
Blondie,Picture This,939318,211506
Blondie,Denis,936158,202738
Blondie,Rip Her to Shreds,587906,154658
Blondie,One Way or Another - Remastered,579430,136090
Blondie,Hanging On The Telephone - Remastered,674997,130134
Blondie,Fade Away And Radiate,464937,125984
Blondie,X Offender,467569,120257
Blondie,Pretty Baby,498553,118781
Blondie,In the Flesh,444629,114473
Blondie,I'm Gonna Love You Too,376138,105932
Blondie,11:59,393850,95882
Blondie,Heart Of Glass [24-Bit Digitally Remastered 01] - Remastered 2001,275481,95266
Blondie,I Know But I Don't Know,312472,90375
Blondie,Union City Blue,417863,88456
Blondie,Heart Of Glass [24-Bit Digitally Remastered 01],293044,87331
Blondie,Island of Lost Souls,292753,87162
Blondie,The Tide Is High - Edit,275660,85094
Blondie,"(I'm Always Touched By Your) Presence, Dear",276012,83698
Blondie,Just Go Away,280919,82262
Blondie,The Hardest Part,234172,65954
Blondie,Once I Had A Love (AKA The Disco Song) - 1975 Version / Remastered 2001,273300,60510
Blondie,Will Anything Happen,195246,57498
Blondie,Long Time,254556,54428
Blondie,Maria - Radio Edit,157445,51758
Blondie,Sunday Girl - Remastered 2001,184986,49740
Blondie,Rapture - Remastered 2001,199714,43787
Blondie,Atomic - Remastered,170865,43516
Blondie,"Heart of Glass - 12"" Version",117075,43123
Blondie,Denis - Remastered,148752,41398
Blondie,Shayla,153373,40409
Blondie,Picture This - Remastered,160067,40061
Blondie,Die Young Stay Pretty,147595,39911
Blondie,The Tide Is High - Remastered 2001,120501,38790
Blondie,War Child,122454,38188
Blondie,Dreaming - Remastered,158269,38177
Blondie,Hanging On The Telephone - Remastered 2001,101085,34733
Blondie,(I'm Always Touched By Your) Presence Dear,117546,34537
"Blood, Sweat & Tears",Spinning Wheel,469885,133921
"Blood, Sweat & Tears",You've Made Me so Very Happy,299931,85660
"Blood, Sweat & Tears",And When I Die,208818,55138
"Blood, Sweat & Tears",I Love You More Than You'll Ever Know,174208,47086
"Blood, Sweat & Tears",Go Down Gamblin',116582,33641
"Blood, Sweat & Tears",God Bless the Child,99614,31044
"Blood, Sweat & Tears",Sometimes In Winter,78624,27115
"Blood, Sweat & Tears",Spinning Wheel - Single Version,70528,27086
"Blood, Sweat & Tears",I Can't Quit Her,86019,25106
"Blood, Sweat & Tears",More And More,64876,23977
"Blood, Sweat & Tears","Lisa, Listen to Me",95713,23264
"Blood, Sweat & Tears",Smiling Phases,61397,22942
"Blood, Sweat & Tears",Hi-De-Ho,50216,17676
"Blood, Sweat & Tears",Without Her,58061,16955
"Blood, Sweat & Tears",Lucretia Mac Evil,46366,15489
"Blood, Sweat & Tears",My Days Are Numbered,46333,14446
"Blood, Sweat & Tears",Overture,31862,13484
"Blood, Sweat & Tears","Variations on a Theme by Erik Satie (1st and 2nd Movements - Adapted from ""Trois Gymnopedies')",25705,11726
"Blood, Sweat & Tears",Just One Smile,32392,11009
"Blood, Sweat & Tears",Morning Glory,30624,10537
"Blood, Sweat & Tears",House in the Country,25012,9896
"Blood, Sweat & Tears",Meagan's Gypsy Eyes,24390,9078
"Blood, Sweat & Tears",Somethin' Goin' On,23062,8570
"Blood, Sweat & Tears","Variation on a Theme by Erik Satie (1st Movement - Adapted from ""Trois Gymnopedies"")",11695,5890
"Blood, Sweat & Tears",So Long Dixie,16732,5870
"Blood, Sweat & Tears",Fire and Rain,15272,5545
"Blood, Sweat & Tears","Blues, Pt. 2",12129,5542
"Blood, Sweat & Tears",Lucretia Macevil,23407,5504
"Blood, Sweat & Tears",John The Baptist (Holy John),13538,5283
"Blood, Sweat & Tears","The Modern Adventures of Plato, Diogenes and Freud",16489,5221
"Blood, Sweat & Tears",Got to Get You into My Life,13328,4758
"Blood, Sweat & Tears",So Much Love / Underture,11715,4732
"Blood, Sweat & Tears",Somethin' Comin' On,10956,4525
"Blood, Sweat & Tears","40,000 Headmen",11487,4450
"Blood, Sweat & Tears",He's a Runner,10501,4208
"Blood, Sweat & Tears",The Battle,10895,4178
"Blood, Sweat & Tears",Lucretia's Reprise,9731,3999
"Blood, Sweat & Tears",Roller Coaster,10220,3885
"Blood, Sweat & Tears",Mama Gets High,8940,3729
"Blood, Sweat & Tears",I Can't Move No Mountains,9547,3556
"Blood, Sweat & Tears",Lonesome Suzie,8735,3479
"Blood, Sweat & Tears",Hi-De-Ho (That Old Sweet Roll),12317,3264
"Blood, Sweat & Tears",Cowboys and Indians,8511,3168
"Blood, Sweat & Tears",Valentine's Day,8007,3055
"Blood, Sweat & Tears",So Much Love/Underture,6722,2600
"Blood, Sweat & Tears",Blues - Part II,6989,2598
"Blood, Sweat & Tears",Spinning Wheel (Single Version),5983,2432
"Blood, Sweat & Tears",Redemption,6459,2346
"Blood, Sweat & Tears",Blues-Part II,4964,2336
"Blood, Sweat & Tears",Maiden Voyage,6300,2323
Bloodstone,Natural High,616591,149090
Bloodstone,Natural High - Single Version,193441,38862
Bloodstone,Who Has The Last Laugh Now,47472,14936
Bloodstone,Never Let You Go,25907,9438
Bloodstone,Outside Woman,19953,8145
Bloodstone,I Need Your Love,17675,7706
Bloodstone,We Go a Long Way Back,22892,6884
Bloodstone,You Know We've Learned,8428,3253
Bloodstone,Give Me Your Heart,6446,2929
Bloodstone,Ran It in the Ground,4890,2102
Bloodstone,Go On and Cry,7040,2081
Bloodstone,Just Like In The Movies,4664,2010
Bloodstone,Natural High (Single Version),10265,2006
Bloodstone,Something,3961,1954
Bloodstone,I'm Just Doing My Job,5270,1690
Bloodstone,Everybody Needs Love,2988,1670
Bloodstone,closer together,3253,1386
Bloodstone,Do You Wanna Do A Thing,2942,1334
Bloodstone,Tell It to My Face,3155,1325
Bloodstone,How Does It Feel,4840,1306
Bloodstone,Natural High (Album Version),2356,1266
Bloodstone,That's the Way We Make Our Music,2634,1224
Bloodstone,My Little Lady - Single Version,2431,1224
Bloodstone,The Traffic Cop (dance),2410,1215
Bloodstone,My Kind of Woman,4581,1207
Bloodstone,Peter's Jones,2541,1185
Bloodstone,Let Me Ride,2590,1179
Bloodstone,Unreal,2402,1087
Bloodstone,That's Not How It Goes,2441,987
Bloodstone,Instant Love,3616,884
Bloodstone,Shadow World,2586,866
Bloodstone,Funkin' Around,2916,835
Bloodstone,This Is It,2655,830
Bloodstone,My Little Lady,1958,813
Bloodstone,For The First Time,2089,784
Bloodstone,Something's Missing,2008,756
Bloodstone,Hour of the Gate,2133,748
Bloodstone,This Thing Is Heavy,1675,746
Bloodstone,Burning Eye of Infinity,2150,742
Bloodstone,"We Go a Long Way Back - 12""",2104,681
Bloodstone,Damn That Rock 'n' Roll: Bo Diddley / Diddley Daddy,1377,679
Bloodstone,Sadie Mae,1546,673
Bloodstone,Little Green Apples,2314,672
Bloodstone,What Did You Do To Me? - Pt 2,1923,666
Bloodstone,Angel of Fornication,1921,657
Bloodstone,Branded at the Threshold of the Damned,1838,649
Bloodstone,Wanderer Beyond the Mists of Eternity,1884,641
Bloodstone,You're Still A Young Man,2198,612
Bloodstone,You Don't Mean Nothin',1466,611
Bloodstone,Vengeance from the Grave,1701,588
Bo Diddley,I'm A Man,626263,227107
Bo Diddley,Bo Diddley,685185,213176
Bo Diddley,Who Do You Love,354736,126238
Bo Diddley,Pretty Thing,263312,87368
Bo Diddley,Bring It To Jerome,141228,54280
Bo Diddley,Road Runner,142483,51749
Bo Diddley,Hey! Bo Diddley,122922,47760
Bo Diddley,Diddley Daddy,103499,39945
Bo Diddley,Say Man,88270,36943
Bo Diddley,Crackin' Up,89149,34261
Bo Diddley,I'm A Man - Single Version,73616,33828
Bo Diddley,Diddy Wah Diddy,76618,30624
Bo Diddley,Before You Accuse Me,87127,30019
Bo Diddley,Mona,74645,27991
Bo Diddley,You Can't Judge a Book By It's Cover,74663,27294
Bo Diddley,Who Do You Love?,79973,27210
Bo Diddley,Dearest Darling,69114,26346
Bo Diddley,You Can't Judge a Book By Its Cover,65515,23656
Bo Diddley,The Story of Bo Diddley,52024,21732
Bo Diddley,Ooh Baby,54471,20769
Bo Diddley,Pills,56554,19931
Bo Diddley,You Don't Love Me (You Don't Care),48641,19739
Bo Diddley,I'm Looking for a Woman,48220,19283
Bo Diddley,Hey Bo Diddley,50828,17438
Bo Diddley,Our Love Will Never Go,47701,17292
Bo Diddley,I Can Tell,47804,17207
Bo Diddley,Hush Your Mouth,40958,16796
Bo Diddley,Little Girl,35195,16796
Bo Diddley,Elephant Man,38631,16108
Bo Diddley,Look At Grandma,34104,15489
Bo Diddley,Hit Or Miss,35595,14581
Bo Diddley,I'm Sorry,33759,14415
Bo Diddley,Down Home Special,33461,14279
Bo Diddley,Before You Accuse Me (Take A Look At Yourself),32382,13872
Bo Diddley,Who Do You Love - Single Version,25913,13819
Bo Diddley,Cadillac,30128,12305
Bo Diddley,The Great Grandfather,28540,11719
Bo Diddley,Say Boss Man,26970,11098
Bo Diddley,Dancing Girl,26258,10691
Bo Diddley,Gun Slinger,29830,10676
Bo Diddley,The Clock Strikes Twelve,21469,10524
Bo Diddley,Cops and Robbers,23576,10396
Bo Diddley,Road Runner - Single Version,18002,10074
Bo Diddley,Mumblin' Guitar,23914,9817
Bo Diddley,She's Alright,21353,9703
Bo Diddley,Ride On Josephine,23262,9643
Bo Diddley,Bo Meets the Monster,19321,9007
Bo Diddley,You Can't Judge a Book by the Cover,24607,8787
Bo Diddley,Roadrunner,23104,8731
Bo Diddley,Mona (I Need You Baby),24057,8724
Bob Dylan,Like a Rolling Stone,12333904,1604426
Bob Dylan,Knockin' on Heaven's Door,12330886,1508806
Bob Dylan,Blowin' in the Wind,7547371,1152968
Bob Dylan,The Times They Are a-Changin',7294748,1114520
Bob Dylan,Mr. Tambourine Man,5385393,864963
Bob Dylan,Hurricane,5198629,851936
Bob Dylan,"Don't Think Twice, It's All Right",6861525,841574
Bob Dylan,Tangled Up in Blue,4960631,770729
Bob Dylan,Subterranean Homesick Blues,4975011,745683
Bob Dylan,Girl From the North Country,5070964,696107
Bob Dylan,I Want You,4568340,661188
Bob Dylan,Just Like a Woman,3656054,643665
Bob Dylan,All Along the Watchtower,3549200,611398
Bob Dylan,Shelter from the Storm,2975431,525061
Bob Dylan,Rainy Day Women #12 & 35,2122579,469762
Bob Dylan,"It's All Over Now, Baby Blue",2707690,465061
Bob Dylan,"Lay, Lady, Lay",2391267,463592
Bob Dylan,Ballad of a Thin Man,2782032,452074
Bob Dylan,The Man In Me,3114231,430884
Bob Dylan,Simple Twist of Fate,2832818,423330
Bob Dylan,A Hard Rain's a-Gonna Fall,2197055,417748
Bob Dylan,Maggie's Farm,2010428,406116
Bob Dylan,Highway 61 Revisited,1997252,405711
Bob Dylan,Visions of Johanna,2391210,401512
Bob Dylan,Masters of War,1976964,398639
Bob Dylan,Tombstone Blues,2062329,396228
Bob Dylan,Desolation Row,2029409,383824
Bob Dylan,It Ain't Me Babe,2229375,376891
Bob Dylan,Forever Young,1628755,355190
Bob Dylan,Queen Jane Approximately,2021021,352439
Bob Dylan,Lay Lady Lay,1993429,349912
Bob Dylan,Positively 4th Street,1787846,336240
Bob Dylan,"It Takes a Lot to Laugh, It Takes a Train to Cry",1673123,335939
Bob Dylan,Stuck Inside of Mobile with the Memphis Blues Again,2063281,332966
Bob Dylan,She Belongs to Me,1810046,329827
Bob Dylan,Just Like Tom Thumb's Blues,1592524,321097
Bob Dylan,From a Buick 6,1397009,315000
Bob Dylan,Meet Me in the Morning,1541708,314809
Bob Dylan,If Not for You,1458064,313907
Bob Dylan,"If You See Her, Say Hello",1602759,298529
Bob Dylan,Buckets of Rain,1591107,288080
Bob Dylan,Pledging My Time,1200249,286730
Bob Dylan,Idiot Wind,1746248,286098
Bob Dylan,Leopard-Skin Pill-Box Hat,1325732,275456
Bob Dylan,You're Gonna Make Me Lonesome When You Go,1572451,266504
Bob Dylan,You're a Big Girl Now,1469669,260517
Bob Dylan,One of Us Must Know (Sooner or Later),1428949,256546
Bob Dylan,Oxford Town,1081437,255023
Bob Dylan,Down the Highway,929459,251502
Bob Dylan,Bob Dylan's Blues,941246,247570
Bob Seger,Night Moves,2590295,429971
Bob Seger,Old Time Rock & Roll,2059620,359237
Bob Seger,Against the Wind,1118527,250562
Bob Seger,Still The Same,1081936,230265
Bob Seger,Hollywood Nights,870487,200896
Bob Seger,Turn the Page,655859,179260
Bob Seger,Mainstreet,518754,141973
Bob Seger,Ramblin' Gamblin' Man,597022,138335
