artist,track,playcount,listeners
"""Weird Al"" Yankovic","Amish Paradise (Parody of ""Gangsta's Paradise"" by Coolio)",706389,160318
"""Weird Al"" Yankovic",Eat It,478923,121975
"""Weird Al"" Yankovic",Hardware Store,723488,102619
"""Weird Al"" Yankovic","White & Nerdy (Parody Of ""Ridin'"" By Chamillionaire Feat. Krayzie Bone)",444009,95753
"""Weird Al"" Yankovic",Polka Face,568299,93816
"""Weird Al"" Yankovic",Smells Like Nirvana,363345,92958
"""Weird Al"" Yankovic",Fat,363473,92395
"""Weird Al"" Yankovic",Angry White Boy Polka,386757,85171
"""Weird Al"" Yankovic","Party In The CIA (Parody of ""Party In The U.S.A."" by Miley Cyrus)",368182,76859
"""Weird Al"" Yankovic",Word Crimes,387667,73146
"""Weird Al"" Yankovic","The Saga Begins (Lyrical Adaption of ""American Pie"")",342036,72837
"""Weird Al"" Yankovic",Now That's What I Call Polka!,405851,70270
"""Weird Al"" Yankovic",Yoda,277592,66393
"""Weird Al"" Yankovic",Virus Alert,431199,66007
"""Weird Al"" Yankovic",The Alternative Polka,356071,65970
"""Weird Al"" Yankovic",Dare to Be Stupid,431129,65736
"""Weird Al"" Yankovic",Amish Paradise,299898,64632
"""Weird Al"" Yankovic",White & Nerdy,410791,62293
"""Weird Al"" Yankovic",Like a Surgeon,320979,61528
"""Weird Al"" Yankovic",Foil,279900,61302
"""Weird Al"" Yankovic",Albuquerque,290199,61086
"""Weird Al"" Yankovic",Another One Rides the Bus,213863,59050
"""Weird Al"" Yankovic",Polkarama!,349416,57872
"""Weird Al"" Yankovic",The Night Santa Went Crazy,209108,57350
"""Weird Al"" Yankovic",Couch Potato,159284,54582
"""Weird Al"" Yankovic","Ebay (Parody of ""I Want It That Way"" by the Backstreet Boys)",249063,53881
"""Weird Al"" Yankovic",A Complicated Song,165874,53532
"""Weird Al"" Yankovic",Everything You Know Is Wrong,301197,53357
"""Weird Al"" Yankovic",Don't Download This Song,269740,52680
"""Weird Al"" Yankovic",Polka Power!,242330,52580
"""Weird Al"" Yankovic",My Bologna,199203,51764
"""Weird Al"" Yankovic",Your Horoscope for Today,264373,51186
"""Weird Al"" Yankovic","Canadian Idiot (Parody of ""American Idiot"" By Green Day)",194843,46889
"""Weird Al"" Yankovic",Captain Underpants Theme Song,315602,46446
"""Weird Al"" Yankovic",Handy,185770,46319
"""Weird Al"" Yankovic",Tacky,211500,45819
"""Weird Al"" Yankovic",I'll Sue Ya,200043,45679
"""Weird Al"" Yankovic",Bohemian Polka,171250,44261
"""Weird Al"" Yankovic",Canadian Idiot,194452,41455
"""Weird Al"" Yankovic",White And Nerdy,473910,40829
"""Weird Al"" Yankovic",Weasel Stomping Day,168966,39815
"""Weird Al"" Yankovic",Pancreas,173056,39556
"""Weird Al"" Yankovic",I Lost On Jeopardy,175793,39044
"""Weird Al"" Yankovic","White & Nerdy (Parody of ""Ridin'"" By Chamillionaire featuring Krayzie Bone)",208602,39037
"""Weird Al"" Yankovic",I Love Rocky Road,151824,38595
"""Weird Al"" Yankovic",Close But No Cigar,182318,38169
"""Weird Al"" Yankovic",Polkamania!,243226,37904
"""Weird Al"" Yankovic",The Hamilton Polka,213599,37897
"""Weird Al"" Yankovic",Since You've Been Gone,151533,36881
"""Weird Al"" Yankovic",Jurassic Park,158022,36683
$uicideboy$,"...And To Those I Love, Thanks For Sticking Around",13220486,748035
$uicideboy$,KILL YOURSELF (Part III),13482522,600731
$uicideboy$,PARIS,9208139,550202
$uicideboy$,ANTARCTICA,10921272,528016
$uicideboy$,Runnin' Thru the 7th with My Woadies,7814902,421246
$uicideboy$,1000 Blunts,9008059,409528
$uicideboy$,FOR THE LAST TIME,7001813,397639
$uicideboy$,My Flaws Burn Through My Skin Like Demonic Flames from Hell,7983739,394298
$uicideboy$,Avalon,7726232,352406
$uicideboy$,2ND HAND,4861690,313356
$uicideboy$,Matte Black,6471156,306838
$uicideboy$,That Just isn't Empirically Possible,5046059,278947
$uicideboy$,$outh $ide $uicide,4017862,274262
$uicideboy$,CLYDE (I Hope At Least One of My Ex-Girlfriends Hears This),5342351,266357
$uicideboy$,"NEW CHAINS, SAME SHACKLES",4953636,261681
$uicideboy$,"All That Glitters Is Not Gold, But It's Still Damn Beautiful",4074527,251174
$uicideboy$,O PANA!,3846045,244881
$uicideboy$,Harvest Moon,3432018,244385
$uicideboy$,Mount Sinai,3526187,233614
$uicideboy$,Carrollton,3758263,230390
$uicideboy$,Champion Of Death,3081110,226279
$uicideboy$,Memoirs of a Gorilla,3419309,223966
$uicideboy$,The Thin Grey Line,3344220,222445
$uicideboy$,Ugliest,3979749,220042
$uicideboy$,COMA,3500382,219266
$uicideboy$,Putrid Pride,3408200,219031
$uicideboy$,LTE,3162795,219020
$uicideboy$,What The Fuck Is Happening,3030316,216329
$uicideboy$,Not Even Ghosts Are This Empty,4160906,210016
$uicideboy$,AUDUBON,2939920,204799
$uicideboy$,Kill Yourself (Part IV),3126260,202831
$uicideboy$,DEAD BATTERIES,2371650,196539
$uicideboy$,All Dogs Go To Heaven,2446169,192183
$uicideboy$,Genesis,2909769,188394
$uicideboy$,"Are You Going to See the Rose in the Vase, or the Dust on the Table",3432455,187981
$uicideboy$,Thorns,2388432,185941
$uicideboy$,122 DAYS,2902367,185312
$uicideboy$,Us vs. Them,3084124,184934
$uicideboy$,GLOSS OF BLOOD,2228470,184118
$uicideboy$,VENOM,2206731,177796
$uicideboy$,NOW I'M UP TO MY NECK WITH OFFERS,2811325,177335
$uicideboy$,Fucking Your Culture,3324883,176960
$uicideboy$,The Number You Have Dialed Is Not in Service,3031487,172861
$uicideboy$,Diemonds,2750374,172855
$uicideboy$,Magazine,2206832,168744
$uicideboy$,"If Self-Destruction Was an Olympic Event, I’d Be Tonya Harding",2483410,166272
$uicideboy$,5 Grand at 8 to 1,2687677,163484
$uicideboy$,Materialism as a Means to an End,2749043,161894
$uicideboy$,FUCKTHEPOPULATION,2118656,160512
$uicideboy$,HARD TO TELL,2139522,152138
'N Sync,Bye Bye Bye,7117778,1111637
'N Sync,It's Gonna Be Me,3844166,573949
'N Sync,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,3124638,451514
'N Sync,"Merry Christmas, Happy Holidays",1202782,376504
'N Sync,Tearin' Up My Heart - Radio Edit,1633687,257920
'N Sync,This I Promise You,1154381,211591
'N Sync,Pop,975570,188026
'N Sync,I Want You Back - Radio Edit,1197494,184101
'N Sync,Girlfriend,557458,135908
'N Sync,Better Place (From TROLLS Band Together),981906,127499
'N Sync,Gone,683366,125172
'N Sync,It Makes Me Ill,474088,79648
'N Sync,Tearin' Up My Heart,434743,69355
'N Sync,No Strings Attached,385484,68316
'N Sync,I Want You Back,378419,63513
'N Sync,Just Got Paid,248284,60524
'N Sync,Digital Get Down,226574,51833
'N Sync,Better Place (Reunion),254463,49744
'N Sync,I Thought She Knew,199933,42245
'N Sync,That's When I'll Stop Loving You,150097,38209
'N Sync,Bringin' Da Noise,160682,37291
'N Sync,I'll Be Good for You,134570,34622
'N Sync,Celebrity,142125,32014
'N Sync,Crazy for You,143863,31700
'N Sync,Selfish,180075,31334
'N Sync,The Game Is Over,157764,30993
'N Sync,The Two of Us,162492,30512
'N Sync,Home for Christmas,80145,30403
'N Sync,Sailing,149495,29258
'N Sync,Just Don't Tell Me That,170625,28670
'N Sync,You Got It,133917,28408
'N Sync,(God Must Have Spent) A Little More Time On You - Remix,114803,28265
'N Sync,I Don't Wanna Spend One More Christmas Without You,69939,27417
'N Sync,Up Against the Wall,135181,27381
'N Sync,I Just Wanna Be With You,114017,26496
'N Sync,I Drive Myself Crazy,150166,26371
'N Sync,I'll Never Stop,157342,26107
'N Sync,Thinking of You (I Drive Myself Crazy),150975,25922
'N Sync,See Right Through You,128705,25642
'N Sync,Kiss Me at Midnight,69809,23561
'N Sync,God Must Have Spent a Little More Time on You,117175,23410
'N Sync,I Need Love,87973,23169
'N Sync,Thinking Of You (I Drive Myself Crazy) - Remix,107939,23080
'N Sync,"Tell Me, Tell Me...Baby",137572,22979
'N Sync,"Space Cowboy (Yippie-Yi-Yay) (feat. Lisa ""Left Eye"" Lopes)",126487,22919
'N Sync,Here We Go,88816,22649
'N Sync,Everything I Own,87375,22500
'N Sync,The First Noel,64590,22449
'N Sync,Giddy Up,79720,21428
'N Sync,Here We Go - Radio Cut,107970,21370
'Til Tuesday,Voices Carry,1027029,197037
'Til Tuesday,What About Love,92403,25672
'Til Tuesday,Coming Up Close,93328,23700
'Til Tuesday,Voices Carry - Single Mix,97989,23055
'Til Tuesday,Love in a Vacuum,66427,18749
'Til Tuesday,Winning the War,55496,12495
'Til Tuesday,I Could Get Used to This,46959,11137
'Til Tuesday,You Know The Rest,37357,11016
'Til Tuesday,(Believed You Were) Lucky,30429,9556
'Til Tuesday,Voices Carry (Single Mix),42227,9525
'Til Tuesday,No More Crying,31806,9405
'Til Tuesday,Don't Watch Me Bleed,33976,9102
'Til Tuesday,The Other End (Of The Telescope),28588,9006
'Til Tuesday,Looking Over My Shoulder,30094,8576
'Til Tuesday,On Sunday,27686,8310
'Til Tuesday,Will She Just Fall Down,20938,6789
'Til Tuesday,Are You Serious?,23015,6345
'Til Tuesday,Maybe Monday,22038,6184
'Til Tuesday,David Denies,20688,5859
'Til Tuesday,Sleep,16952,5511
'Til Tuesday,No One Is Watching You Now,16114,5151
'Til Tuesday,Everything's Different Now,18106,5068
'Til Tuesday,Long Gone (Buddy),16471,4951
'Til Tuesday,Why Must I,19272,4658
'Til Tuesday,Rip In Heaven,17264,4348
'Til Tuesday,Limits To Love,13636,3663
'Til Tuesday,J For Jules,14167,3535
'Til Tuesday,Lovers' Day,12350,3214
'Til Tuesday,Crash And Burn,12431,3146
'Til Tuesday,Angels Never Call,11529,3087
'Til Tuesday,Sleeping And Waking,10647,3078
'Til Tuesday,Have Mercy,10483,2956
'Til Tuesday,Long Gone Buddy,8088,2385
'Til Tuesday,How Can You Give Up,4318,1262
'Til Tuesday,How Can You Give Up?,4509,1144
'Til Tuesday,Looking Over My Shoulder - Single Mix,3109,1055
'Til Tuesday,Love In a Vacuum - Single Mix,2885,953
'Til Tuesday,'J' for Jules,3184,690
'Til Tuesday,Do It Again,2664,658
'Til Tuesday,Do It Again - Previously Unreleased,1709,546
'Til Tuesday,Are You Serious,1774,474
'Til Tuesday,Do It Again (Previously Unreleased),635,472
'Til Tuesday,"""J"" For Jules",1884,381
'Til Tuesday,Wasted,690,342
'Til Tuesday,Looking Over My Shoulder (Single Mix),1010,289
'Til Tuesday,Love In A Vacuum (Single Mix),931,249
'Til Tuesday,Some Dreams,364,240
'Til Tuesday,Now Or Never,307,225
'Til Tuesday,Voices Carry (1985),1143,221
'Til Tuesday,Mine,235,162
"10,000 Maniacs",Like the Weather,397342,111985
"10,000 Maniacs",These Are Days,523846,111541
"10,000 Maniacs",Hey Jack Kerouac,304422,94611
"10,000 Maniacs",Don't Talk,239037,78034
"10,000 Maniacs",Trouble Me,290350,61654
"10,000 Maniacs",Candy Everybody Wants,245580,58158
"10,000 Maniacs",Because the Night - Live Unplugged,207183,53615
"10,000 Maniacs",Because the Night,307907,52816
"10,000 Maniacs",Verdi Cries,150091,51343
"10,000 Maniacs",More Than This,194907,50782
"10,000 Maniacs",What's the Matter Here?,148994,35873
"10,000 Maniacs",Because The Night [MTV Unplugged Version],100266,35587
"10,000 Maniacs",Cherry Tree,91003,34891
"10,000 Maniacs",The Painted Desert,88291,33845
"10,000 Maniacs",Noah's Dove,138592,32213
"10,000 Maniacs",A Campfire Song,84870,32148
"10,000 Maniacs",City of Angels,73527,29836
"10,000 Maniacs",Gun Shy,75206,29692
"10,000 Maniacs",Eat For Two,123818,28069
"10,000 Maniacs",Jezebel,113097,26102
"10,000 Maniacs",My Sister Rose,65815,25839
"10,000 Maniacs",Stockton Gala Days,114490,25823
"10,000 Maniacs",Gold Rush Brides,92737,23151
"10,000 Maniacs",I'm Not the Man,93313,23119
"10,000 Maniacs",Eden,71911,17532
"10,000 Maniacs",Peace Train,61715,15891
"10,000 Maniacs",Few and Far Between,58679,15546
"10,000 Maniacs",My Mother the War,45776,15260
"10,000 Maniacs",Tension,32274,14805
"10,000 Maniacs",Planned Obsolescence,35332,14793
"10,000 Maniacs",How You've Grown,53183,14320
"10,000 Maniacs",What's The Matter Here,35334,13793
"10,000 Maniacs",Because The Night - MTV Unplugged Version,35234,13315
"10,000 Maniacs",Circle Dream,43097,12337
"10,000 Maniacs",If You Intend,42071,11900
"10,000 Maniacs",Tolerance,38546,11575
"10,000 Maniacs",You Happy Puppet,43813,11223
"10,000 Maniacs",Grey Victory,29693,10694
"10,000 Maniacs",Scorpio Rising,32999,10632
"10,000 Maniacs",Poison In The Well,37624,10348
"10,000 Maniacs",Can't Ignore the Train,29772,9548
"10,000 Maniacs",The Latin One,17723,9299
"10,000 Maniacs",Please Forgive Us,31303,9168
"10,000 Maniacs",Orange,17318,8970
"10,000 Maniacs",Anthem for Doomed Youth,14782,8704
"10,000 Maniacs",Daktari,21943,8638
"10,000 Maniacs",Headstrong,29697,8352
"10,000 Maniacs",The Big Parade,28820,8326
"10,000 Maniacs",Poor de Chirico,15271,8161
"10,000 Maniacs",Rainy Day,26860,8135
10cc,I'm Not in Love,10622809,1193304
10cc,Dreadlock Holiday,2491990,471233
10cc,The Things We Do For Love,1736608,357003
10cc,Good Morning Judge,445017,112853
10cc,The Wall Street Shuffle,358574,93695
10cc,Rubber Bullets,336576,81302
10cc,I'm Mandy Fly Me,220139,56224
10cc,Life Is A Minestrone,176330,55374
10cc,Honeymoon With B Troop,219873,53395
10cc,Donna,172054,52937
10cc,The Worst Band In The World,182003,51848
10cc,Art For Art's Sake,176337,50783
10cc,Marriage Bureau Rendezvous,150448,47335
10cc,Blackmail,135548,43783
10cc,People In Love,114420,39057
10cc,The Dean And I,116420,34023
10cc,Silly Love,107320,34019
10cc,For You And I,76914,28516
10cc,The Second Sitting For The Last Supper,75724,26551
10cc,Channel Swimmer,67269,24482
10cc,You've Got A Cold,76494,23064
10cc,Flying Junk,57486,21628
10cc,Old Wild Men,58704,21223
10cc,Brand New Day,53302,20741
10cc,Take These Chains,55820,20247
10cc,Rock'N'Roll Lullaby,59072,19281
10cc,Une Nuit A Paris (Part 1) / The Same Night In Paris (Part 2) / Later The Same Night In Paris (Part 3),48957,18696
10cc,Clockwork Creep,60009,18297
10cc,Don't Hang Up,62677,17673
10cc,Lazy Ways,54017,17572
10cc,The Film Of My Love,52201,17180
10cc,Somewhere In Hollywood,47402,16618
10cc,Hotel,46913,16615
10cc,Johnny Don't Do It,47024,15797
10cc,How Dare You,47429,15574
10cc,Sand In My Face,43550,15000
10cc,I Wanna Rule The World,51527,14932
10cc,Modern Man Blues,45610,14842
10cc,Headline Hustler,43301,13769
10cc,Good News,33097,13479
10cc,I Bought A Flat Guitar Tutor,43565,13279
10cc,Oh Effendi,42939,13129
10cc,Iceberg,42659,11983
10cc,Speed Kills,38575,11833
10cc,The Hospital Song,35276,11577
10cc,Reds In My Bed,37211,11463
10cc,From Rochdale To Ocho Rios,31838,11044
10cc,Shock on the Tube (Don't Want Love),37903,10946
10cc,Green Eyed Monster,28150,10909
10cc,Head Room,35444,10811
112,Peaches & Cream,585394,176023
112,Cupid,866858,170999
112,Dance With Me,678675,142925
112,It's Over Now,363419,121336
112,"Only You (feat. The Notorious B.I.G., Ma$e) - Bad Boy Remix",309760,76304
112,U Already Know,242893,74803
112,I Belong To U (Interlude),125158,71517
112,Peaches And Cream,240757,62538
112,Anywhere,259246,50560
112,You Said,73356,44249
112,Say Yes,72624,44155
112,Slip Away,73496,44067
112,Knock U Down (Interlude),68756,44043
112,Only You (feat. The Notorious B.I.G. & Mase) - Bad Boy Remix,150482,35659
112,Come See Me,153301,34199
112,Peaches & Cream (feat. P. Diddy),102478,33988
112,Only You (feat. The Notorious B.I.G.) - Radio Mix,108629,33351
112,Knock U Down,46180,28463
112,Only You-Bad Boy Remix (feat. The Notorious B.I.G. & Mase),72032,26795
112,Unbelievable,35628,21418
112,Man's World,31203,19814
112,All My Love,44597,19563
112,Right Here For U,35798,18151
112,Hot & Wet (feat. Ludacris),23841,14999
112,Everyday,25534,14659
112,Give It To Me,19937,12046
112,What If,43085,12005
112,Only You - Bad Boy Remix,23911,11056
112,Sweet Love,48914,10167
112,I Betcha' Won't Get Crunk,13353,9968
112,Crazy Over You,49881,9956
112,It's Goin' Down 2Nite (Feat. T.I.),14621,9875
112,Only You,42003,9857
112,Pleasure & Pain,36962,8951
112,Love You Like I Did,40146,8742
112,Let This Go,31432,8494
112,Na Na Na Na (feat. Super Cat),12215,8214
112,Call My Name,29782,8198
112,112 Intro,27736,7847
112,Only You-Bad Boy Remix,21909,7831
112,Hot & Wet (Remix) Feat. Ludacris & Chingy),11150,7447
112,Hot & Wet,18795,7178
112,Intro / Medley,9753,6869
112,Peaches and Cream Remix,9800,6605
112,Now That We're Done,28044,6404
112,Nowhere,26381,6226
112,Missing You,22946,6103
112,My Mistakes,21980,6051
112,Your Letter,26786,5825
112,Love Me (feat. Mase),21252,5770
1910 Fruitgum Co.,Simon Says,98933,31271
1910 Fruitgum Co.,Indian Giver,32749,9927
1910 Fruitgum Co.,"1,2,3 Red Light",22682,7524
1910 Fruitgum Co.,Goody Goody Gumdrops,13717,4085
1910 Fruitgum Co.,May I Take A Giant Step (Into Your Heart),5566,2036
1910 Fruitgum Co.,Special Delivery,4743,1789
1910 Fruitgum Co.,Bubble Gum World,5490,1739
1910 Fruitgum Co.,Indian Giver - Remastered,4773,1707
1910 Fruitgum Co.,Yummy Yummy Yummy,4349,1337
1910 Fruitgum Co.,When We Get Married,6433,1331
1910 Fruitgum Co.,The Train,3756,1206
1910 Fruitgum Co.,Reflections From the Looking Glass,3320,1078
1910 Fruitgum Co.,"Please Me, Tease Me",2580,951
1910 Fruitgum Co.,Pop Goes the Weasel,2948,929
1910 Fruitgum Co.,"1, 2, 3 Red Light",3014,874
1910 Fruitgum Co.,Liza,2611,863
1910 Fruitgum Co.,Simon Says (Re-Recorded / Remastered),1997,853
1910 Fruitgum Co.,"1, 2, 3, Red Light",3553,799
1910 Fruitgum Co.,Keep Your Thoughts on the Bright Side,2961,775
1910 Fruitgum Co.,1910 Cotton Candy Castle,2145,699
1910 Fruitgum Co.,1 2 3 red light,2185,674
1910 Fruitgum Co.,Soul Struttin',1368,628
1910 Fruitgum Co.,Sweet Lovin',1990,620
1910 Fruitgum Co.,"One, Two, Three Red Light",1019,601
1910 Fruitgum Co.,Magic Windmill,1974,594
1910 Fruitgum Co.,Dee-Licious,1917,578
1910 Fruitgum Co.,The Year 2001,1390,562
1910 Fruitgum Co.,"1,2,3 Red Light (Buddha Remastered 2001)",1147,541
1910 Fruitgum Co.,Simon Says (Buddha Remastered 2001),1152,528
1910 Fruitgum Co.,Simon Says - Remastered,1130,505
1910 Fruitgum Co.,Candy,1279,500
1910 Fruitgum Co.,Happy Little Teardrops,1317,484
1910 Fruitgum Co.,Simon Says - Buddha Remastered 2001,767,459
1910 Fruitgum Co.,May I Take A Giant Step,1284,446
1910 Fruitgum Co.,Special Delivery - Remastered,939,436
1910 Fruitgum Co.,The Mighty Quinn,1478,432
1910 Fruitgum Co.,The Song Song,1345,425
1910 Fruitgum Co.,No Good Annie,1027,416
1910 Fruitgum Co.,Indian Giver (Buddha Remastered 2001),700,392
1910 Fruitgum Co.,The Story of Flipper,792,377
1910 Fruitgum Co.,"Please Me, Tease Me (Buddha Remastered 2001)",442,362
1910 Fruitgum Co.,"Yummy, Yummy, Yummy",1419,361
1910 Fruitgum Co.,123 Red Light,1821,357
1910 Fruitgum Co.,Simple Simon Says,1368,344
1910 Fruitgum Co.,(Play Our Song) Mr. Music Man,1206,334
1910 Fruitgum Co.,Don't Have to Run and Hide,1116,330
1910 Fruitgum Co.,The Train - Buddha Remastered 2001,724,325
1910 Fruitgum Co.,Candy Kisses,840,323
1910 Fruitgum Co.,poor old mr. jensen,581,323
1910 Fruitgum Co.,Indian Giver (Re-Recorded / Remastered),503,310
2 Chainz,It's a Vibe,2030054,300000
2 Chainz,We Own It (Fast & Furious),1913913,293976
2 Chainz,4 AM,1904233,250195
2 Chainz,I'm Different,790121,183098
2 Chainz,Birthday Song,681287,173567
2 Chainz,No Lie,786371,161613
2 Chainz,Rule the World (feat. Ariana Grande),1073223,128445
2 Chainz,Good Drank,745298,113069
2 Chainz,Bigger Than You (feat. Drake & Quavo),540026,97232
2 Chainz,Riot,239708,91836
2 Chainz,Watch Out,411402,89664
2 Chainz,Big Amount,402868,72675
2 Chainz,Momma I Hit a Lick (feat. Kendrick Lamar),517336,72356
2 Chainz,Million Dollars Worth of Game (feat. 42 Dugg),497425,69348
2 Chainz,Bad Bitches,119118,69056
2 Chainz,Feds Watching,301424,63191
2 Chainz,Whip (feat. Travis Scott),272894,53935
2 Chainz,Blue Cheese,264942,50188
2 Chainz,Crack,176376,49289
2 Chainz,Saturday Night,264409,48137
2 Chainz,Presha (with Lil Wayne),167921,44884
2 Chainz,Riverdale Rd,188852,43580
2 Chainz,Feel A Way (feat. Kanye West & Brent Faiyaz),230974,42287
2 Chainz,I Luv Dem Strippers,155222,42273
2 Chainz,Yuck!,114561,41663
2 Chainz,No Lie - Explicit Version,160665,40612
2 Chainz,Poor Fool,215259,39819
2 Chainz,Realize,198376,38053
2 Chainz,Rolls Royce Bitch,163023,36500
2 Chainz,Long Story Short,249767,36010
2 Chainz,Money in the Way,216555,35594
2 Chainz,Door Swangin,124552,35364
2 Chainz,Dope Peddler,118687,35271
2 Chainz,OG Kush Diet,148026,34722
2 Chainz,Used 2,157697,33935
2 Chainz,Money Machine,98718,33465
2 Chainz,U Da Realest,142745,33002
2 Chainz,Long Story Short (with Lil Wayne),177991,32724
2 Chainz,Grey Area,162661,32161
2 Chainz,Trap Check,115115,31780
2 Chainz,Big Diamonds (feat. 21 Savage),115325,31714
2 Chainz,High Top Versace (feat. Young Thug),157543,31303
2 Chainz,PROUD,156795,31282
2 Chainz,Threat 2 Society,147850,30021
2 Chainz,Sleep When U Die,110313,29167
2 Chainz,Girl's Best Friend (feat. Ty Dolla $ign),120968,28709
2 Chainz,No Lie (feat. Drake),238498,28564
2 Chainz,Transparency (feat. USHER),108006,28533
2 Chainz,Like Me,117217,26130
2 Chainz,Fork,114107,25846
21 Savage,a lot,18016947,1085431
21 Savage,redrum,11341818,937027
21 Savage,ball w/o you,14986083,928740
21 Savage,Glock In My Lap,13929929,906548
21 Savage,Runnin,11992241,879755
21 Savage,Rich Nigga Shit (feat. Young Thug),10901949,751888
21 Savage,Bank Account,7302561,735757
21 Savage,née-nah,6317242,532041
21 Savage,n.h.i.e.,4692365,519807
21 Savage,prove it,4967439,492467
21 Savage,No Heart,5123803,491225
21 Savage,X (feat. Future),4952648,467742
21 Savage,can't leave without it,6207507,459773
21 Savage,all of me,3805440,429670
21 Savage,Mr. Right Now (feat. Drake),4066458,391746
21 Savage,My Choppa Hate Niggas,3487943,360285
21 Savage,Ghostface Killers (feat. Travis Scott),3371862,345774
21 Savage,Immortal,3744800,338077
21 Savage,sneaky,2177477,329621
21 Savage,Many Men,3620716,325600
21 Savage,should've wore a bonnet,2575251,312248
21 Savage,Slidin,2734445,311476
21 Savage,RIP Luv,3221495,294001
21 Savage,pad lock,2442897,293696
21 Savage,Pop Ur Shit,1797914,281550
21 Savage,dangerous,1883611,268238
21 Savage,American Dream,751022,246567
21 Savage,3AM on Glenwood,1394039,245381
21 Savage,red sky,1990846,243259
21 Savage,all my friends,2197306,241135
21 Savage,monster,2215413,240394
21 Savage,Rap Saved Me (feat. Quavo),2201468,235599
21 Savage,letter to my brudda,1151324,232612
21 Savage,1.5,1804294,225343
21 Savage,asmr,1779301,216105
21 Savage,see the real,1115309,214578
21 Savage,Brand New Draco,1745655,206985
21 Savage,dark days,1482018,205038
21 Savage,Mad Stalkers,1568896,201587
21 Savage,just like me,1053847,199703
21 Savage,out for the night,1408075,194507
21 Savage,break da law,1263024,189158
21 Savage,out for the night - part 2,2047538,184436
21 Savage,Disrespectful,1249157,182611
21 Savage,No Opp Left Behind,1425022,177413
21 Savage,gun smoke,1183298,171666
21 Savage,4L,1525729,171249
21 Savage,Snitches & Rats (feat. Young Nudy),1079673,171050
21 Savage,Said N Done,1334384,168807
21 Savage,Ghostface Killers,1513670,168462
21 Savage & Metro Boomin,No Heart,218198,28830
21 Savage & Metro Boomin,X (feat. Future),203562,23589
21 Savage & Metro Boomin,Glock In My Lap,225327,23193
21 Savage & Metro Boomin,Runnin,202130,22750
21 Savage & Metro Boomin,Rich N***a Shit (feat. Young Thug),148085,14907
21 Savage & Metro Boomin,Mr. Right Now (feat. Drake),110120,14564
21 Savage & Metro Boomin,My Choppa Hate N****s,106361,12575
21 Savage & Metro Boomin,Many Men,114354,12571
21 Savage & Metro Boomin,Slidin,94122,11491
21 Savage & Metro Boomin,Run Up the Racks,59412,10857
21 Savage & Metro Boomin,Intro,48112,10772
21 Savage & Metro Boomin,Brand New Draco,63606,9852
21 Savage & Metro Boomin,Savage Mode,57519,9808
21 Savage & Metro Boomin,No Advance,61703,9365
21 Savage & Metro Boomin,Rip Luv,69795,9312
21 Savage & Metro Boomin,Ocean Drive,63523,8904
21 Savage & Metro Boomin,My Dawg,46561,8271
21 Savage & Metro Boomin,Snitches & Rats (feat. Young Nudy),50601,8186
21 Savage & Metro Boomin,No Opp Left Behind,50968,8024
21 Savage & Metro Boomin,Said N Done,42837,7579
21 Savage & Metro Boomin,Bad Guy,36955,7291
21 Savage & Metro Boomin,Feel It,35720,7189
21 Savage & Metro Boomin,Mad High,34231,6922
21 Savage & Metro Boomin,Snitches & Rats (Interlude),27717,6789
21 Savage & Metro Boomin,Steppin on N****s,38019,6422
21 Savage & Metro Boomin,Rich Nigga Shit (feat. Young Thug),32046,4727
21 Savage & Metro Boomin,My Choppa Hate Niggas,33645,4629
21 Savage & Metro Boomin,Real Ni**a,21720,4584
21 Savage & Metro Boomin,X ft Future,11235,3078
21 Savage & Metro Boomin,Real Nigga,25235,2789
21 Savage & Metro Boomin,X Bitch (feat. Future),13627,1502
21 Savage & Metro Boomin,Steppin On Niggas,6525,1396
21 Savage & Metro Boomin,X Bitch (Ft. Future),11544,1193
21 Savage & Metro Boomin,GANG OVER EVERYTHING,5433,1121
21 Savage & Metro Boomin,Rich Nigga Shit,2986,887
21 Savage & Metro Boomin,X,2553,769
21 Savage & Metro Boomin,X B*tch (feat. Future),6783,708
21 Savage & Metro Boomin,Mr. Right Now,1344,498
21 Savage & Metro Boomin,Many Men [ChopNotSlop Remix],1432,395
21 Savage & Metro Boomin,Runnin [ChopNotSlop Remix],1053,334
21 Savage & Metro Boomin,X Bitch feat. Future,2928,329
21 Savage & Metro Boomin,Purple Savage Mode II Intro [ChopNotSlop Remix],989,312
21 Savage & Metro Boomin,Glock In My Lap [ChopNotSlop Remix],1212,274
21 Savage & Metro Boomin,RIP Luv [ChopNotSlop Remix],867,269
21 Savage & Metro Boomin,Brand New Draco [ChopNotSlop Remix],831,253
21 Savage & Metro Boomin,X ft. Future,478,246
21 Savage & Metro Boomin,Snitches & Rats,836,245
21 Savage & Metro Boomin,My Dawg [ChopNotSlop Remix],775,244
21 Savage & Metro Boomin,No Opp Left Behind [ChopNotSlop Remix],685,230
21 Savage & Metro Boomin,Rich N*gga Sh*t (feat. Young Thug),1196,220
2Pac,California Love - Original Version,8546284,1089362
2Pac,Hit 'Em Up - Single Version,9577477,1015704
2Pac,Ambitionz az a Ridah,6497232,910329
2Pac,Keep Ya Head Up,4728535,859794
2Pac,Changes,5955316,798282
2Pac,Dear Mama,3710586,756889
2Pac,Do for Love,5487010,721641
